title,artist_1,artist_2,artist_3,artist_4,artist_5,num_artists,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,type,analysis_url,track_href,id,uri
"""Shape of You""",Ed Sheeran,,,,,1,0.581,0.825,233713,0.652,False,0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931,audio_features,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3
"""Despacito""",Luis Fonsi,Daddy Yankee,Justin Bieber,,,3,0.229,0.694,228827,0.815,False,0,2,0.0924,-4.328,1,0.12,88.931,4,0.813,audio_features,https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb,https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb,5CtI0qwDJkDQGwXD1H1cLb,spotify:track:5CtI0qwDJkDQGwXD1H1cLb
"""Despacito""",Luis Fonsi,Daddy Yankee,,,,2,0.209,0.66,228200,0.786,False,0,2,0.112,-4.757,1,0.17,177.833,4,0.846,audio_features,https://api.spotify.com/v1/audio-analysis/4aWmUDTfIPGksMNLV2rQP2,https://api.spotify.com/v1/tracks/4aWmUDTfIPGksMNLV2rQP2,4aWmUDTfIPGksMNLV2rQP2,spotify:track:4aWmUDTfIPGksMNLV2rQP2
"""Something Just Like This""",The Chainsmokers,Coldplay,,,,2,0.0498,0.617,247160,0.635,False,1.44e-05,11,0.164,-6.769,0,0.0317,103.019,4,0.446,audio_features,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW
"""I'm the One""",DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne,5,0.0552,0.609,288600,0.668,True,0,7,0.167,-4.284,1,0.0367,80.924,4,0.811,audio_features,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,3DXncPQOG4VBw3QHh3S817,spotify:track:3DXncPQOG4VBw3QHh3S817
"""HUMBLE.""",Kendrick Lamar,,,,,1,0.000282,0.908,177000,0.621,True,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421,audio_features,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,7KXjTSCq5nL1LoYtL7XAwS,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
"""It Ain't Me""",Kygo,Selena Gomez,,,,2,0.119,0.64,220781,0.533,False,0,0,0.0864,-6.596,1,0.0706,99.968,4,0.515,audio_features,https://api.spotify.com/v1/audio-analysis/3eR23VReFzcdmS7TYCrhCe,https://api.spotify.com/v1/tracks/3eR23VReFzcdmS7TYCrhCe,3eR23VReFzcdmS7TYCrhCe,spotify:track:3eR23VReFzcdmS7TYCrhCe
"""Unforgettable""",French Montana,Swae Lee,,,,2,0.0293,0.726,233902,0.769,True,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.733,audio_features,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe
"""That's What I Like""",Bruno Mars,,,,,1,0.013,0.853,206693,0.56,False,0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86,audio_features,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
"""I Don’t Wanna Live Forever (Fifty Shades Darker)""",ZAYN,Taylor Swift,,,,2,0.0631,0.735,245200,0.451,False,1.3e-05,0,0.325,-8.374,1,0.0585,117.973,4,0.0862,audio_features,https://api.spotify.com/v1/audio-analysis/3NdDpSvN911VPGivFlV5d0,https://api.spotify.com/v1/tracks/3NdDpSvN911VPGivFlV5d0,3NdDpSvN911VPGivFlV5d0,spotify:track:3NdDpSvN911VPGivFlV5d0
"""XO TOUR Llif3""",Lil Uzi Vert,,,,,1,0.00264,0.732,182707,0.75,True,0,11,0.109,-6.366,0,0.231,155.096,4,0.401,audio_features,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO
"""Paris""",The Chainsmokers,,,,,1,0.0215,0.653,221507,0.658,False,1.66e-06,2,0.0939,-6.428,1,0.0304,99.99,4,0.219,audio_features,https://api.spotify.com/v1/audio-analysis/72jbDTw1piOOj770jWNeaG,https://api.spotify.com/v1/tracks/72jbDTw1piOOj770jWNeaG,72jbDTw1piOOj770jWNeaG,spotify:track:72jbDTw1piOOj770jWNeaG
"""Stay""",Zedd,Alessia Cara,,,,2,0.232,0.679,210091,0.634,False,0,5,0.115,-5.024,0,0.0654,102.013,4,0.498,audio_features,https://api.spotify.com/v1/audio-analysis/0dA2Mk56wEzDgegdC6R17g,https://api.spotify.com/v1/tracks/0dA2Mk56wEzDgegdC6R17g,0dA2Mk56wEzDgegdC6R17g,spotify:track:0dA2Mk56wEzDgegdC6R17g
"""Attention""",Charlie Puth,,,,,1,0.0969,0.774,211475,0.626,False,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777,audio_features,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv
"""Mask Off""",Future,,,,,1,0.0102,0.833,204600,0.434,True,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.281,audio_features,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx
"""Congratulations""",Post Malone,Quavo,,,,2,0.215,0.63,220293,0.804,True,0,6,0.253,-4.183,1,0.0363,123.146,4,0.492,audio_features,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9
"""Swalla""",Jason Derulo,Nicki Minaj,Ty Dolla $ign,,,3,0.075,0.696,216409,0.817,True,0,1,0.187,-3.862,1,0.109,98.064,4,0.782,audio_features,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,6kex4EBAj0WHXDKZMEJaaF,spotify:track:6kex4EBAj0WHXDKZMEJaaF
"""Castle on the Hill""",Ed Sheeran,,,,,1,0.0232,0.461,261154,0.834,False,1.14e-05,2,0.14,-4.868,1,0.0989,135.007,4,0.471,audio_features,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,6PCUP3dWmTjcTtXY02oFdT,spotify:track:6PCUP3dWmTjcTtXY02oFdT
"""Rockabye""",Clean Bandit,Sean Paul,Anne-Marie,,,3,0.406,0.72,251088,0.763,False,0,9,0.18,-4.068,0,0.0523,101.965,4,0.742,audio_features,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW
"""Believer""",Imagine Dragons,,,,,1,0.0524,0.779,204347,0.787,False,0,10,0.14,-4.305,0,0.108,124.982,4,0.708,audio_features,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6
"""Mi Gente""",J Balvin,Willy William,,,,2,0.0148,0.543,189440,0.677,False,6.21e-06,11,0.13,-4.915,0,0.0993,103.809,4,0.294,audio_features,https://api.spotify.com/v1/audio-analysis/2rb5MvYT7ZIxbKW5hfcHx8,https://api.spotify.com/v1/tracks/2rb5MvYT7ZIxbKW5hfcHx8,2rb5MvYT7ZIxbKW5hfcHx8,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8
"""Thunder""",Imagine Dragons,,,,,1,0.00683,0.6,187147,0.81,False,0.21,0,0.155,-4.749,1,0.0479,167.88,4,0.298,audio_features,https://api.spotify.com/v1/audio-analysis/0tKcYR2II1VCQWT79i5NrW,https://api.spotify.com/v1/tracks/0tKcYR2II1VCQWT79i5NrW,0tKcYR2II1VCQWT79i5NrW,spotify:track:0tKcYR2II1VCQWT79i5NrW
